Platform,business_id,city,state,postal_code,score,review_count,Gender,CEO_sch_cat,CEO_grd_yr,field_cat,ZIP Code,Business_ID_other,Rural_metropolitan_Desc,Tot_Clms_Services,Brnd_Tot_Clms_Services,Gnrc_Tot_Clms_Services,Othr_Tot_Clms_Services,LIS_Tot_Clms_Services,Opioid_Tot_Clms_Services,Antbtc_Tot_Clms_Services
Platform 1,1891134227,Brandon,FL,33511,3.5,12,F,10,2013,46,335115921,1891134227,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",17,,14,,,,
Platform 1,1902048259,Saint Petersburg,FL,33710,5,7,M,201,2009,3,337051300,1902048259,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",24,11,13,0,0,0,0
Platform 1,1336374305,Wesley Chapel,FL,33544,4,17,M,108,2004,18,335446319,,,,,,,,,
Platform 1,1336235183,Glen Mills,PA,19342,2,29,M,41,1984,29,193421032,1336235183,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1365,410,955,0,205,61,20
Platform 1,1336374305,New Port Richey,FL,34655,5,8,M,108,2004,18,346524329,,,,,,,,,
Platform 1,1679568364,Nashville,TN,37211,3,7,F,31,1990,32,372031538,1679568364,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1262,469,793,0,522,,502
Platform 1,1770720401,Santa Barbara,CA,93101,5,101,F,108,1997,13,931032109,,,,,,,,,
Platform 1,1073576286,Saint Louis,MO,63122,4,31,F,108,2013,13,631031613,,,,,,,,,
Platform 1,1982168118,Tampa,FL,33609,3.5,29,M,108,2018,59,33634,1982168118,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",125,,120,,45,0,45
Platform 1,1053377333,St. Louis,MO,63131,5,5,M,175,1991,75,631184601,1053377333,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",925,116,809,0,754,,195
Platform 1,1659467124,Marana,AZ,85658,3,11,M,81,1990,63,856537008,1659467124,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2338,159,2179,0,1356,0,0
Platform 1,1033206032,Philadelphia,PA,19104,2.5,20,M,53,1988,22,191042640,1033206032,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",640,156,484,0,224,0,41
Platform 1,1659649127,Mount Laurel,NJ,08054,1.5,7,F,108,2011,10,80541715,,,,,,,,,
Platform 1,1588777114,Tampa,FL,33609,3,9,M,180,1996,46,336076330,,,,,,,,,
Platform 1,1700114014,Tampa,FL,33626,4.5,19,F,108,1977,13,336092976,,,,,,,,,
Platform 1,1982866356,West Chester,PA,19382,4.5,9,M,177,2008,51,450694840,1982866356,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1664,75,1589,0,111,139,312
Platform 1,1770897852,Philadelphia,PA,19147,4.5,28,M,112,2010,49,191413323,1770897852,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",20,,16,,,0,
Platform 1,1487280566,Philadelphia,PA,19148,4.5,30,F,108,2019,59,174033676,1487280566,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",744,,697,,222,114,
Platform 1,1821558073,Tampa,FL,33607,5,5,M,108,2018,21,379185325,1821558073,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",58,,56,,37,0,13
Platform 1,1609244813,Edwardsville,IL,62025,3.5,5,F,108,2015,58,620254282,,,,,,,,,
Platform 1,1336374305,New Port Richey,FL,34652,5,17,M,108,2004,18,346524329,,,,,,,,,
Platform 1,1790723906,Franklin,TN,37067,4,6,F,215,1988,19,238511238,1790723906,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",98,,92,,64,,50
Platform 1,1821040866,Philadelphia,PA,19112,4.5,11,M,210,1998,18,191115729,,,,,,,,,
Platform 1,1720627037,Gretna,LA,70056,4,9,M,108,2019,59,700565250,1720627037,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",532,,522,,192,,95
Platform 1,1225401573,Tampa,FL,33625,2,6,F,108,2015,45,336132601,1225401573,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1002,,819,,394,0,
Platform 1,1770897852,Philadelphia,PA,19123,4.5,46,M,112,2010,49,191413323,1770897852,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",20,,16,,,0,
Platform 1,1962430314,Philadelphia,PA,19149,4,6,M,22,1972,33,191141031,1962430314,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8856,1136,7581,139,4147,398,91
Platform 1,1053377333,St. Louis,MO,63126,4.5,43,M,175,1991,75,631184601,1053377333,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",925,116,809,0,754,,195
Platform 1,1982059440,Lutz,FL,33558,1.5,5,M,201,2016,75,335588005,1982059440,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",49,0,49,0,,25,21
Platform 1,1265788962,King of Prussia,PA,19406,2.5,16,M,125,2008,71,194063261,1265788962,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",149,11,138,0,112,,
Platform 1,1730409970,Tampa,FL,33603,2.5,9,M,189,2010,53,336255814,1730409970,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",375,32,343,0,115,,48
Platform 1,1437195849,Tampa,FL,33603,2,6,F,167,1995,55,900364671,,,,,,,,,
Platform 1,1568598225,Carmel,IN,46032,4.5,7,M,31,2005,18,460324578,,,,,,,,,
Platform 1,1467837898,Tampa,FL,33618,3.5,5,F,108,2015,45,427012748,1467837898,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2473,,2142,,1188,,146
Platform 1,1265069702,Tucson,AZ,85710,2.5,11,M,1,2020,19,757012036,1265069702,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",66,,63,,20,,21
Platform 1,1427050665,New Castle,DE,19720,2.5,9,F,108,1993,21,197203135,1427050665,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",141,11,130,0,53,0,77
Platform 1,1710352166,Seminole,FL,33772,2,35,M,108,2020,58,337723145,,,,,,,,,
Platform 1,1053681791,Tampa,FL,33609,5,10,F,108,2007,28,326072245,1053681791,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",36,0,36,0,,28,
Platform 1,1487093159,Tucson,AZ,85715,3,6,F,108,2011,66,857191478,,,,,,,,,
Platform 1,1275572901,Wyncote,PA,19095,2.5,5,F,113,1999,21,190952934,1275572901,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11372,1362,9968,42,7758,97,162
Platform 1,1366867269,Voorhees,NJ,08043,4,9,F,116,2014,69,80434509,1366867269,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",847,73,774,0,75,50,
Platform 1,1720672967,Broomall,PA,19008,5,5,F,108,2020,58,190083511,,,,,,,,,
Platform 1,1821040866,Philadelphia,PA,19139,4.5,9,M,210,1998,18,191115729,,,,,,,,,
Platform 1,1366848137,Tucson,AZ,85741,4.5,15,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1376548065,Tampa,FL,33624,3.5,48,M,187,1996,51,336147165,1376548065,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",229,,222,,29,88,22
Platform 1,1740616986,Reno,NV,89519,4.5,18,F,108,2015,13,895025000,,,,,,,,,
Platform 1,1205064540,Boise,ID,83706,2.5,7,M,144,2006,21,787051006,1205064540,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",156,,128,,82,,28
Platform 1,1285195370,Mullica Hill,NJ,08062,5,6,M,55,2019,61,80623707,,,,,,,,,
Platform 1,1790846616,Gulfport,FL,33707,4.5,13,F,108,1987,13,337075414,,,,,,,,,
Platform 1,1205900214,Greenwood,IN,46142,3,6,M,48,1988,49,461424528,1205900214,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",90,41,49,0,,0,
Platform 1,1205235512,Philadelphia,PA,19125,4,11,M,108,2014,58,193551314,,,,,,,,,
Platform 1,1801882667,Clearwater,FL,33761,2.5,18,M,108,1992,48,337646301,1801882667,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",423,231,192,0,93,0,0
Platform 1,1558528406,Tucson,AZ,85711,3,17,F,204,2008,17,54011473,1558528406,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",621,22,599,0,114,0,37
Platform 1,1700848934,Nashville,TN,37203,4.5,25,M,181,1988,48,372031513,1700848934,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",105,,103,,0,46,16
Platform 1,1598833543,Tampa,FL,33609,3.5,13,M,108,2000,60,336134679,1598833543,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",87,,85,,,14,22
Platform 1,1821040866,Philadelphia,PA,19127,3,33,M,210,1998,18,191115729,,,,,,,,,
Platform 1,1992846877,Nashville,TN,37205,2.5,6,M,108,2006,10,372320028,,,,,,,,,
Platform 1,1376611681,Zephyrhills,FL,33541,2,5,F,180,2000,5,335414325,1376611681,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",2905,440,2465,0,682,0,15
Platform 1,1114557212,Tucson,AZ,85718,3.5,5,F,108,2020,45,852595499,,,,,,,,,
Platform 1,1609166461,Maple Shade,NJ,08052,2,19,M,122,2011,21,80522411,1609166461,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5081,536,4511,34,1813,118,42
Platform 1,1437123254,Saint Louis,MO,63128,3,7,M,126,2004,5,631171811,1437123254,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2723,,1785,,646,,23
Platform 1,1548418148,Nashville,TN,37215,4,23,F,199,2001,33,372320028,,,,,,,,,
Platform 1,1053377333,St. Louis,MO,63139,4,5,M,175,1991,75,631184601,1053377333,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",925,116,809,0,754,,195
Platform 1,1578029260,Reno,NV,89509,3.5,48,F,108,2016,66,895570001,,,,,,,,,
Platform 1,1699093880,Philadelphia,PA,19115,3.5,5,M,108,2010,56,787233079,,,,,,,,,
Platform 1,1285817320,Tampa,FL,33609,3.5,20,M,108,1997,11,322507225,,,,,,,,,
Platform 1,1134324825,Brentwood,TN,37027,3.5,17,F,106,2005,51,370275721,1134324825,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",171,,164,,17,28,
Platform 1,1699787838,Reno,NV,89523,5,29,M,102,1985,49,895112072,1699787838,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",32,14,18,0,,0,0
Platform 1,1770720401,Santa Barbara,CA,93110,5,12,F,108,1997,13,931032109,,,,,,,,,
Platform 1,1093896185,Fairview Heights,IL,62208,2.5,22,M,48,1997,49,622082042,,,,,,,,,
Platform 1,1558702241,Tampa,FL,33611,5,5,F,102,2013,49,452554708,1558702241,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",44,13,31,0,0,0,
Platform 1,1154376788,Brentwood,MO,63144,2,28,M,185,2001,35,631441851,1154376788,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1994,114,1880,0,1713,1431,0
Platform 1,1528008463,Plymouth Meeting,PA,19462,5,13,M,138,1980,75,194621718,1528008463,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1988,,1674,,65,,274
Platform 1,1689334393,St. Petersburg,FL,33710,5,5,F,108,2021,58,337033802,,,,,,,,,
Platform 1,1902284342,Zionsville,IN,46077,5,6,M,49,2015,33,460774433,1902284342,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",5684,924,4692,68,2413,161,35
Platform 1,1164416822,Drexel Hill,PA,19026,4.5,17,M,215,1981,3,190261114,1164416822,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",13,,11,,0,0,
Platform 1,1831645910,abington,PA,19001,2.5,5,F,108,2015,45,190013720,,,,,,,,,
Platform 1,1386607315,St Petersburg,FL,33707,3,13,F,108,1994,41,337092142,1386607315,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1856,185,1671,0,597,32,11
Platform 1,1912257825,Indianapolis,IN,46240,4.5,18,F,108,2012,59,462378601,1912257825,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",237,13,224,0,55,,
Platform 1,1396788931,Franklin,TN,37064,5,5,M,73,2002,19,370675909,1396788931,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",273,,243,,40,46,64
Platform 1,1003433244,Tucson,AZ,85741,3,8,F,26,2020,18,857041147,1003433244,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",31,,27,,17,0,
Platform 1,1134324825,Brentwood,TN,37027,4.5,12,F,106,2005,51,370275721,1134324825,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",171,,164,,17,28,
Platform 1,1184307597,Riverview,FL,33569,5,12,F,111,2023,11,481937436,,,,,,,,,
Platform 1,1568588598,Reno,NV,89521,2.5,24,F,108,1994,58,895218956,,,,,,,,,
Platform 1,1073510186,Warrington,PA,18976,3.5,5,M,138,1984,46,189761825,1073510186,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",109,27,82,0,,0,
Platform 1,1225401573,Odessa,FL,33556,4.5,7,F,108,2015,45,336132601,1225401573,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1002,,819,,394,0,
Platform 1,1629245022,New Orleans,LA,70130,4.5,209,M,130,2006,21,701174736,1629245022,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6308,802,5391,115,4920,16,146
Platform 1,1699213223,Dresher,PA,19025,4,6,F,108,2016,45,190255502,1699213223,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",45,,43,,,0,11
Platform 1,1154376788,Brentwood,MO,63144,3.5,31,M,185,2001,35,631441851,1154376788,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1994,114,1880,0,1713,1431,0
Platform 1,1801332218,Edmonton,AB,T5E 5R8,3.5,5,F,108,2019,13,421298170,,,,,,,,,
Platform 1,1821040866,Philadelphia,PA,19148,5,24,M,210,1998,18,191115729,,,,,,,,,
Platform 1,1710052394,Reno,NV,89511,2.5,21,M,181,1978,33,895115405,1710052394,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2159,303,1842,14,201,30,65
Platform 1,1144634163,Webster Groves,MO,63119,4.5,6,F,108,2013,45,631195304,1144634163,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",33,,31,,,0,19
Platform 1,1396294153,O'Fallon,IL,62269,3.5,12,F,173,2016,45,622691099,1396294153,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",582,,510,,226,25,28
Platform 1,1659467124,Marana,AZ,85658,5,6,M,81,1990,63,856537008,1659467124,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2338,159,2179,0,1356,0,0
Platform 1,1902828213,Boise,ID,83704,4,8,F,187,1999,62,837061309,,,,,,,,,
Platform 1,1306236328,Havertown,PA,19083,3.5,16,F,108,2014,45,447082614,1306236328,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",34,0,34,0,,22,
Platform 1,1396756847,Santa Barbara,CA,93103,5,7,M,121,1990,48,931091589,1396756847,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2129,1263,866,0,104,,
Platform 1,1366848137,Tucson,AZ,85741,3.5,6,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1760404362,New Orleans,LA,70115,4.5,15,F,108,1993,10,701156914,,,,,,,,,
Platform 1,1821040866,Philadelphia,PA,19144,2,6,M,210,1998,18,191115729,,,,,,,,,
Platform 1,1164801171,Collingswood,NJ,08108,2.5,7,M,60,2015,11,81082048,,,,,,,,,
Platform 1,1104021526,Metairie,LA,70006,4,17,M,108,2001,51,700062755,1104021526,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",616,,609,,139,187,
Platform 1,1912432741,Haverford,PA,19041,5,11,F,108,2016,59,339284140,1912432741,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",517,35,482,0,,0,45
Platform 1,1225067630,Fairless Hills,PA,19030,2.5,43,F,59,1997,21,190303811,1225067630,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3569,429,3087,53,1103,92,149
Platform 1,1922158963,Abington,PA,19001,3,14,M,95,2003,19,23512068,1922158963,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",73,,71,,33,,31
Platform 1,1578029260,Reno,NV,89506,4.5,22,F,108,2016,66,895570001,,,,,,,,,
Platform 1,1225401573,Boise,ID,83706,3,7,F,108,2015,45,336132601,1225401573,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1002,,819,,394,0,
Platform 1,1184612111,Plant City,FL,33563,2.5,5,F,108,1998,45,335632913,1184612111,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",132,18,114,0,27,0,25
Platform 1,1891468773,Indianapolis,IN,46220,5,5,F,108,2021,45,477140521,,,,,,,,,
Platform 1,1679787055,Tucson,AZ,85712,4,9,M,140,1999,48,857121053,1679787055,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",227,15,212,0,39,,
Platform 1,1366410011,Indianapolis,IN,46250,4,5,M,61,1995,11,196012827,,,,,,,,,
Platform 1,1023007242,Port Richey,FL,34668,3.5,6,M,83,1984,17,34668,1023007242,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",873,,806,,116,29,86
Platform 1,1013180090,Largo,FL,33770,2,9,M,108,2005,21,337741214,1013180090,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,16,161,0,96,17,61
Platform 1,1932678406,Warrington,PA,18976,2,37,M,108,2018,58,189763630,,,,,,,,,
Platform 1,1639806177,Bala Cynwyd,PA,19004,4.5,47,F,108,2022,45,190042736,,,,,,,,,
Platform 1,1093410284,Tampa,FL,33607,3,18,M,108,2023,45,336132709,,,,,,,,,
Platform 1,1699755710,Bordentown,NJ,08505,3,20,M,120,1997,21,85054517,1699755710,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1916,,1620,,458,95,38
Platform 1,1336576545,West Deptford,NJ,08086,4,5,F,108,2013,59,80963963,1336576545,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",51,,49,,,23,
Platform 1,1760515456,Saint Petersburg,FL,33701,2.5,5,M,60,1995,11,337055608,,,,,,,,,
Platform 1,1306911979,Voorhees,NJ,08043,4,8,F,108,1980,63,80434502,1306911979,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",829,109,720,0,147,0,0
Platform 1,1982733465,Santa Barbara,CA,93111,3,10,M,108,1982,51,931112454,1982733465,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",85,,83,,15,36,11
Platform 1,1821040866,Indianapolis,IN,46254,3.5,9,M,210,1998,18,462378606,,,,,,,,,
Platform 1,1649239054,Lutz,FL,33549,3.5,9,M,201,1995,36,335484521,1649239054,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",36,,34,,20,15,
Platform 1,1053377333,St. Louis,MO,63119,2.5,8,M,175,1991,75,631184601,1053377333,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",925,116,809,0,754,,195
Platform 1,1902048259,Saint Petersburg,FL,33701,2.5,18,M,201,2009,3,337051300,1902048259,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",24,11,13,0,0,0,0
Platform 1,1255500880,Land O' Lakes,FL,34639,2.5,11,F,108,2007,45,346386212,1255500880,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",196,,188,,51,,102
Platform 1,1942606652,Franklin,TN,37067,3.5,20,F,108,2014,10,372031448,,,,,,,,,
Platform 1,1437123254,Saint Louis,MO,63111,3,25,M,126,2004,5,631171811,1437123254,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2723,,1785,,646,,23
Platform 1,1417955576,Turnersville,NJ,08012,4,10,M,173,1996,18,80123210,,,,,,,,,
